n_qubits,exec_time
10,0.0513186659663915
10,0.0589628689922392
10,0.0617419609334319
10,0.0455446080304682
10,0.0546838440932333
10,0.0536700917873531
10,0.0514285110402852
10,0.0500075600575655
10,0.0387605468276888
10,0.0572712339926511
10,0.0494400418829172
10,0.061010377947241
10,0.059151398949325
10,0.0436866809614002
10,0.0410981148015707
10,0.0530260850209742
10,0.0644213231280446
10,0.066109828883782
10,0.0669362321496009
10,0.0741674599703401
10,0.0748462819028645
10,0.0733059039339423
10,0.0461791090201586
10,0.0617727141361683
10,0.0606852329801768
10,0.0665648009162396
10,0.0683030788786709
10,0.0550397478509694
10,0.0733864181675016
10,0.0722709030378609
10,0.049519760068506
10,0.0743912940379232
10,0.0684838378801941
10,0.0785939439665526
10,0.0745368530042469
10,0.0706561380065977
10,0.0737054848577827
10,0.0504318310413509
10,0.0682024369016289
10,0.0712075759656727
10,0.0664604201447218
10,0.0688605268951505
10,0.0677063609473407
10,0.0521039748564362
10,0.061351555166766
10,0.0355904249008744
10,0.0444941739551723
10,0.0497593258041888
10,0.0693691500928253
10,0.0709696130361408
10,0.0670002570841461
10,0.0571228619664907
10,0.0769368160981684
10,0.053807585965842
10,0.0464771029073745
10,0.0493190041743218
10,0.0309695601463317
10,0.0480205242056399
10,0.0568924990948289
10,0.0650064200162887
10,0.0517464701551944
10,0.0453751008026301
10,0.0341508579440414
10,0.0410610581748187
10,0.0541507599409669
10,0.061771780019626
10,0.0570272419136017
10,0.0510492559988051
10,0.0524260757956653
10,0.0524533689022064
10,0.0468874061480164
10,0.0480011310428381
10,0.0517868709284812
10,0.0503589319996535
10,0.0694744321517646
10,0.0648445640690624
10,0.0659396040719002
10,0.0564055670984089
10,0.0641132998280227
10,0.0660227630287408
10,0.0462114580441266
10,0.0348558251280337
10,0.0496321658138185
10,0.065382967935875
10,0.0743367760442197
10,0.0498657738789916
10,0.0489176560658961
10,0.051101952092722
10,0.0528942400123924
10,0.0526780141517519
10,0.0630236831493675
10,0.0701141839381307
10,0.0481994820293039
10,0.0452897469513118
10,0.0468633528798818
10,0.0611236039549112
10,0.0540398729499429
10,0.0529912430793046
10,0.0606849670875817
10,0.0654847240075469
10,0.0760593609884381
10,0.0759696781169623
10,0.0652665589004755
10,0.2697522460948676
10,0.0627839581575244
10,0.072757561923936
10,0.0471412010956555
10,0.0518329851329326
10,0.0661351650487631
10,0.0469496268779039
10,0.0497924031224101
10,0.0659671009052544
10,0.0683803497813642
10,0.0483424270059913
10,0.0332215831149369
10,0.0353578710928559
10,0.0412726327776908
10,0.0363810260314494
10,0.061704765073955
10,0.0558400980662554
10,0.0666900118812918
10,0.0721536390483379
10,0.0725001639220863
10,0.0739802417811006
10,0.0775491371750831
10,0.076476126210764
10,0.0751489410176873
10,0.0836364650167524
10,0.0737059579696506
10,0.0753856201190501
10,0.0787302670069038
10,0.0619797119870781
10,0.0597255101893097
10,0.0649551069363951
10,0.0601052150595933
10,0.0680223240051418
10,0.0679087589960545
10,0.0598095660097897
10,0.0561283610295504
10,0.0663837420288473
10,0.0669484629761427
10,0.0679648569785058
10,0.0635043340735137
10,0.0701906259637326
10,0.0764353098347783
10,0.0729906719643622
10,0.0329428478144109
10,0.0605939959641546
10,0.0616085119545459
10,0.0573570081032812
10,0.0650270350743085
10,0.075595712987706
10,0.0654119171667844
10,0.0795163840521127
10,0.073347897036001
10,0.0576930989045649
10,0.0400679069571197
10,0.0397710620891302
10,0.0700674150139093
10,0.0545542628969997
10,0.0645439699292182
10,0.0310530930291861
10,0.0518162851221859
10,0.0680039611179381
10,0.0604164670221507
10,0.0678661169949919
10,0.0633958829566836
10,0.0507298419252038
10,0.052777986973524
10,0.0423367291223257
10,0.0460595099721103
10,0.0491064910311251
10,0.056159155908972
10,0.0509396500419825
10,0.0448913988657295
10,0.071130404016003
10,0.0521216411143541
10,0.0570446450728923
10,0.0618341150693595
10,0.0621010458562523
10,0.0545857460238039
10,0.0356848139781504
10,0.0369819039478898
10,0.0391814059112221
10,0.0614319320302456
10,0.0503142320085316
10,0.0546901321504265
10,0.038293836871162
10,0.0515572889707982
10,0.050546231912449
10,0.0630098530091345
10,0.0723258559592068
10,0.0766277720686048
10,0.0668013249523937
10,0.0309319791849702
10,0.0316458290908485
10,0.0434055652003735
10,0.0416299349162727
10,0.0422742760274559
10,0.0444293629843741
10,0.042293390026316
10,0.0472734000068157
10,0.0520515558309853
10,0.0523940417915582
10,0.0542812289204448
10,0.0568181090056896
10,0.0521979699842631
10,0.0514956507831811
10,0.0355834260117262
10,0.0339902110863477
10,0.0401981589384377
10,0.0446462989784777
10,0.0494915940798819
10,0.051384522113949
10,0.057079087011516
10,0.0496335960924625
10,0.0672666800674051
10,0.0728918879758566
10,0.0374243548139929
10,0.0368859730660915
10,0.049641050864011
10,0.0553121981211006
10,0.0607279031537473
10,0.0462113879621028
10,0.0345320091582834
10,0.0423623309470713
10,0.0627331531140953
10,0.06001972197555
10,0.0369363350328058
10,0.063436945900321
10,0.0651797039899975
10,0.0669508420396596
10,0.0619780549313873
10,0.0665946588851511
10,0.0445649600587785
10,0.0470385481603443
10,0.0464679689612239
10,0.0496612510178238
10,0.0478411980438977
10,0.0628798590041697
10,0.0583638409152627
10,0.0552296410314738
10,0.075948845827952
10,0.0590413010213524
10,0.0666445139795541
10,0.065819266019389
10,0.0409949158784002
10,0.0673023359850049
10,0.0721111360471695
10,0.0685874100308865
10,0.0764529299922287
10,0.071008182130754
10,0.0767094041220843
10,0.0537792409304529
10,0.053420044016093
10,0.0626915569882839
10,0.0647058610338717
10,0.0316488989628851
10,0.0365835567936301
10,0.0565391138661652
10,0.0548688129056245
10,0.0667747759725898
10,0.0637668780982494
10,0.0569875112269073
10,0.0703637821134179
10,0.0730917800683528
10,0.0521007580682635
10,0.0543635918293148
10,0.0325532080605626
10,0.036509043071419
10,0.0499545319471508
10,0.0588925899937748
10,0.0629053660668432
10,0.0434040920808911
10,0.0392473209649324
10,0.0425583769101649
10,0.0551008679904043
10,0.0762166930362582
10,0.052883171942085
10,0.081838509067893
10,0.0708579439669847
10,0.0660908189602196
10,0.0536750729661434
10,0.058155596954748
10,0.0546083110384643
10,0.05118961003609
10,0.0584692200645804
10,0.0573156650643795
10,0.0510645238682627
10,0.0686499360017478
10,0.0511826809961348
10,0.0326678939163684
10,0.0376811621244996
10,0.0385514288209378
10,0.0510201440192759
10,0.0544395160395652
10,0.0495473078917712
10,0.0310561819933354
10,0.0581940100528299
10,0.0635850168764591
10,0.0674081570468843
10,0.0708980199415236
10,0.0649827569723129
10,0.0781182530336082
10,0.0673275298904627
10,0.039070104015991
10,0.0541693018749356
10,0.0624035371001809
10,0.061998191056773
10,0.0577605278231203
10,0.0776101369410753
10,0.0724948360584676
10,0.0501173429656773
10,0.0510669078212231
10,0.0413528650533407
10,0.0626844738144427
10,0.0627846508286893
10,0.0699514551088213
10,0.0673971690703183
10,0.0438110649120062
10,0.0536033608950674
10,0.0581171629019081
10,0.0538216168060898
10,0.0349526850041002
10,0.0296674640849232
10,0.0475208819843828
10,0.0508825150318443
10,0.0660601060371846
10,0.0422301858197897
10,0.0296090338379144
10,0.0535162130836397
10,0.0604209520388394
10,0.0609148051589727
10,0.0637992511037737
10,0.0377257498912513
10,0.044646942988038
10,0.0520339249633252
10,0.052335913060233
10,0.0612327570561319
10,0.0503335900139063
10,0.0727147620636969
10,0.0435342150740325
10,0.0396681278944015
10,0.0389542439952492
10,0.0408170130103826
10,0.0405343580059707
10,0.0438742120750248
10,0.044463416095823
10,0.0413649939000606
10,0.0406516019720584
10,0.040557594038546
10,0.0494028651155531
10,0.0649061950389295
10,0.0624638709705323
10,0.0688736748415976
10,0.0763651290908455
10,0.0585158630274236
10,0.0632182459812611
10,0.0612081859726458
10,0.05477273510769
10,0.0567376590333879
10,0.0655882151331752
10,0.0678509350400418
10,0.0528627589810639
10,0.0741663060616701
10,0.0690778889693319
10,0.0731908150482922
10,0.0579974730499088
10,0.0652904021553695
10,0.0453092739917337
10,0.051482711918652
10,0.0722722490318119
10,0.0507865890394896
10,0.0732368719764053
10,0.0685213359538465
10,0.0696557280607521
10,0.057518488029018
10,0.0525072710588574
10,0.0337181601207703
10,0.0516821949277073
10,0.0595739630516618
10,0.0650942251086235
10,0.0409266010392457
10,0.0309069729410111
10,0.0533051840029656
10,0.0651075618807226
10,0.0686144649516791
10,0.0651958070229739
10,0.0524289989843964
10,0.0512629710137844
10,0.0613789539784193
10,0.0604334431700408
10,0.0552526779938489
10,0.072632169816643
10,0.0588240351062268
10,0.0671998250763863
10,0.0653340280987322
10,0.0720259300433099
10,0.0548983449116349
10,0.0520356779452413
10,0.0515125030651688
10,0.0451351921074092
10,0.0642883719410747
10,0.0588901189621537
10,0.0551644379738718
10,0.0312543059699237
10,0.0425371299497783
10,0.0547383229713887
10,0.0703738410957157
10,0.0678434749133884
10,0.042528913822025
10,0.0364350089803338
10,0.0355234178714454
10,0.0465113169047981
10,0.0404072019737213
10,0.0381083718966692
10,0.0390073370654135
10,0.0469659240916371
10,0.0660800100304186
10,0.0632932959124445
10,0.0677720049861818
10,0.0610667350701987
10,0.0486916569061577
10,0.0485229999758303
10,0.0534581679385155
10,0.0486144730821251
10,0.04370868508704
10,0.059562498005107
10,0.0664013291243463
10,0.0600165708456188
10,0.0480810368899256
10,0.0653071859851479
10,0.0656566771212965
10,0.0442131850868463
10,0.0514769789297133
10,0.0610616740304976
10,0.0542154870927333
10,0.0439354251138865
10,0.0358657301403582
10,0.0302923750132322
10,0.0484468289650976
10,0.0554140931926667
10,0.052419242914766
10,0.0626847969833761
10,0.0687112649902701
10,0.0628392389044165
10,0.0582047880161553
10,0.0426226609852165
10,0.0479734779801219
10,0.0351316549349576
10,0.0468342299573123
10,0.0619619511999189
10,0.0459761130623519
10,0.0356966299004852
10,0.0395575980655849
10,0.0411310589406639
10,0.0342352271545678
10,0.0353138318751007
10,0.0302903729025274
10,0.0288840178400278
10,0.0305836379993706
10,0.0337249969597905
10,0.0403042829129844
10,0.0330145149491727
10,0.0486121568828821
10,0.0619743941351771
10,0.0660630851052701
10,0.0620407639071345
10,0.0657099687959998
10,0.0571169189643114
10,0.050493748858571
10,0.0707940119318664
10,0.0511481200810521
10,0.0615327751729637
10,0.0636678310111165
10,0.0491266169119626
10,0.0463255371432751
10,0.0551784029230475
10,0.0636195240076631
10,0.065455679083243
10,0.0438009488862007
10,0.0629969791043549
10,0.0608703079633414
10,0.0513825770467519
10,0.0543172569014132
10,0.063506131991744
10,0.0671454230323433
10,0.0451202420517802
10,0.0625918880105018
10,0.0440560071729123
10,0.0707538858987391
10,0.0383759988471865
10,0.0279708870220929
10,0.0335651468485593
10,0.0300188141409307
10,0.0341344049666076
10,0.0339081690181046
10,0.0342923880089074
10,0.0403679909650236
10,0.0308345239609479
10,0.0382055351510643
10,0.0350768300704658
10,0.0581147940829396
10,0.0677217449992895
10,0.0485738948918879
10,0.0426133291330188
10,0.0378097470384091
10,0.0385205340571701
10,0.0389727000147104
10,0.0310108338017016
10,0.0420769189950078
10,0.0579090109094977
10,0.0611604850273579
10,0.0591718819923698
10,0.0468701221980154
10,0.0398482040036469
10,0.0365681538823992
10,0.0379229779355227
10,0.0418994869105517
10,0.0552870850078761
10,0.052653367165476
10,0.0411797380074858
10,0.0457189891021698
10,0.0437272938434034
10,0.0414996109902858
10,0.0423236831557005
10,0.0468170051462948
10,0.0311700101010501
10,0.0345525529701262
10,0.0589249990880489
10,0.0504383500665426
10,0.0606876229867339
10,0.0600294899195432
10,0.0620985019486397
10,0.0424461599905043
10,0.0500149000436067
10,0.0588253489695489
10,0.064103839918971
10,0.0654506909195333
10,0.0627680430188775
10,0.0669194022193551
10,0.0705293079372495
10,0.0710816669743508
10,0.0723631929140538
10,0.0656647209543734
10,0.0533866288606077
10,0.0705507788807153
10,0.0587987040635198
10,0.0625810760539025
10,0.0548079959116876
10,0.0522253511007875
10,0.0557876939419657
10,0.0548077018465846
10,0.040328242117539
10,0.0312141941394656
10,0.0329078850336372
10,0.0375373449642211
10,0.0340229419525712
10,0.0320170149207115
10,0.0340952021069824
10,0.0524070220999419
10,0.0300271341111511
10,0.0506893950514495
10,0.0577236779499799
10,0.0491542951203882
10,0.0584111311472952
10,0.0639549710322171
10,0.0573249708395451
10,0.0579087259247899
10,0.0642211420927196
10,0.0667440979741513
10,0.0693273108918219
10,0.0711945898365229
10,0.0610785859171301
10,0.0671382960863411
10,0.0662296030204743
10,0.0585315788630396
10,0.0685485219582915
10,0.0657317421864718
10,0.0638448169920593
10,0.0663747698999941
10,0.0623931668233126
10,0.0680315929930657
10,0.0655225571244955
10,0.0361339438240975
10,0.0515462919138371
10,0.0613593901507556
10,0.0615794009063392
10,0.0630701840855181
10,0.0620489111170172
10,0.0649949521757662
10,0.0660550522152334
10,0.0628071371465921
10,0.0573569550178945
10,0.0590155781246721
10,0.0507623760495334
10,0.0628395641688257
10,0.0571358629968017
10,0.0627593868412077
10,0.0650669070892036
10,0.0631658928468823
10,0.049584797816351
10,0.0607055921573191
10,0.0718557611107826
10,0.0547092459164559
10,0.0397870119195431
10,0.0413170729298144
10,0.0350063960067927
10,0.0517632979899644
10,0.0486099501140415
10,0.0423085009679198
10,0.0514593629632145
10,0.0312641861382871
10,0.0336706568486988
10,0.0286721060983836
10,0.0320226780604571
10,0.0377438010182231
10,0.0332533998880535
10,0.0316948532126843
10,0.0331652669701725
10,0.0307731730863451
10,0.0307251629419624
10,0.034040740923956
10,0.0288179079070687
10,0.0282777461688965
10,0.0293965220917016
10,0.0337596230674535
10,0.043380469083786
10,0.0538309731055051
10,0.0522447698749601
10,0.0530499198939651
10,0.0551154101267457
10,0.0571439350023865
10,0.0605409839190542
10,0.0655595581047236
10,0.06329653901048
10,0.0528479861095547
10,0.0288483030162751
10,0.0304996098857373
10,0.0397723580244928
10,0.0385706070810556
10,0.051530301105231
10,0.0568227639887481
10,0.0343465120531618
10,0.0512542121578007
10,0.0579168130643665
10,0.0603608880192041
10,0.0459780860692262
10,0.0574495350010693
10,0.0457747110631316
10,0.0575538990087807
10,0.0582722651306539
10,0.0599035469349473
10,0.0494547821581363
10,0.0640356559306383
10,0.0643307119607925
10,0.0663179359398782
10,0.0631445001345127
10,0.0701655910816043
10,0.0593654860276728
10,0.049621868180111
10,0.0690010390244424
10,0.0389045090414583
10,0.0381591049954295
10,0.0367657479364424
10,0.0331751080229878
10,0.0325476760044693
10,0.0349907509516924
10,0.0304980129003524
10,0.0298338870052248
10,0.0300121170002967
10,0.0291325969155877
10,0.0536886539775878
10,0.0639124470762908
10,0.0614929660223424
10,0.0505854249931871
10,0.0351161211729049
10,0.028908769134432
10,0.0304459871258586
10,0.0336500110570341
10,0.032532291021198
10,0.0306735618505626
10,0.0393778490833938
10,0.0345044138375669
10,0.0279812410008162
10,0.0360433850437402
10,0.0424841658677905
10,0.0567289940081536
10,0.0448832130059599
10,0.0617305468767881
10,0.057279058964923
10,0.0359213498886674
10,0.0585906209889799
10,0.0472012441605329
10,0.0707622070331126
10,0.0629079539794474
10,0.0698482191655784
10,0.0635818960145115
10,0.0583903188817203
10,0.0536802948918193
10,0.0711815960239619
10,0.0499893419910222
10,0.0559604950249195
10,0.0582405950408428
10,0.0691993299406021
10,0.0666339120361954
10,0.0617964810226112
10,0.079166712006554
10,0.0647340619470924
10,0.0684539950452745
10,0.0562715220730751
10,0.0541339740157127
10,0.0584878569934517
10,0.0504226570483297
10,0.0503066971432417
10,0.0621003590058535
10,0.057152324123308
10,0.0605978870298713
10,0.0445469480473548
10,0.0522133498452603
10,0.06290402286686
10,0.0636979951523244
10,0.0634408020414412
10,0.063024072907865
10,0.063334222882986
10,0.051521877059713
10,0.041442000074312
10,0.0401169809047132
